Data,Mes,Setor,Turno,Volume_Total,SLA_Real_%,Pacotes_Atrasados,Tempo_Medio_Seg,Motivo_Atraso
2026-06-13,6,Picking,Turno 3,10818,95.06,534,412,Gargalo no Sortter
2026-06-13,6,Packing,Turno 3,14889,93.45,974,403,Falta de FTE (Mão de obra)
2026-06-13,6,Expedição,Turno 1,6524,94.73,343,234,Gargalo no Sortter
2026-06-13,6,Devolução (DV),Turno 3,9025,93.79,560,305,Falta de FTE (Mão de obra)
2026-06-13,6,Inventário,Turno 2,11155,92.01,891,222,Erro de bipagem
2026-06-14,6,Recebimento,Turno 2,11516,97.17,325,314,Problema de etiqueta
2026-06-14,6,Picking,Turno 3,12395,98.78,151,339,Dentro do Prazo
2026-06-14,6,Packing,Turno 1,9426,98.64,128,396,Dentro do Prazo
2026-06-14,6,Expedição,Turno 3,13835,99.2,111,336,Dentro do Prazo
2026-06-14,6,Devolução (DV),Turno 2,10345,95.87,426,258,Problema de etiqueta
2026-06-14,6,Inventário,Turno 2,10243,95.79,431,397,Problema de etiqueta
2026-06-15,6,Recebimento,Turno 2,13707,99.66,46,298,Dentro do Prazo
2026-06-15,6,Picking,Turno 1,14171,96.36,516,322,Atraso na descarga
2026-06-15,6,Packing,Turno 2,11683,98.22,208,196,Dentro do Prazo
2026-06-15,6,Expedição,Turno 3,10690,97.81,234,378,Falta de FTE (Mão de obra)
2026-06-15,6,Devolução (DV),Turno 1,5025,98.78,61,446,Dentro do Prazo
2026-06-15,6,Inventário,Turno 1,13652,98.49,206,247,Dentro do Prazo
2026-06-16,6,Recebimento,Turno 2,10102,93.31,675,228,Atraso na descarga
2026-06-16,6,Picking,Turno 2,11707,94.7,620,367,Erro de bipagem
2026-06-16,6,Packing,Turno 3,14784,99.12,129,353,Dentro do Prazo
2026-06-16,6,Expedição,Turno 3,8313,97.52,206,184,Erro de bipagem
2026-06-16,6,Devolução (DV),Turno 1,12763,97.05,376,427,Falta de FTE (Mão de obra)
2026-06-16,6,Inventário,Turno 1,10685,95.33,499,405,Erro de bipagem
2026-06-17,6,Recebimento,Turno 1,7783,96.0,310,225,Gargalo no Sortter
2026-06-17,6,Picking,Turno 3,12557,94.2,728,265,Problema de etiqueta
2026-06-17,6,Packing,Turno 1,11589,95.68,500,381,Indisponibilidade de Sistema
2026-06-17,6,Expedição,Turno 2,6932,95.67,300,182,Atraso na descarga
2026-06-17,6,Devolução (DV),Turno 1,10085,98.91,109,187,Dentro do Prazo
2026-06-17,6,Inventário,Turno 1,5492,92.4,417,340,Falta de FTE (Mão de obra)
2026-06-18,6,Recebimento,Turno 1,12888,99.85,19,229,Dentro do Prazo
2026-06-18,6,Picking,Turno 2,14738,95.13,717,249,Gargalo no Sortter
2026-06-18,6,Packing,Turno 1,14467,99.96,5,366,Dentro do Prazo
2026-06-18,6,Expedição,Turno 1,12160,93.75,759,268,Erro de bipagem
2026-06-18,6,Devolução (DV),Turno 3,12186,93.41,803,333,Falta de FTE (Mão de obra)
2026-06-18,6,Inventário,Turno 1,14475,98.64,197,238,Dentro do Prazo
2026-06-19,6,Recebimento,Turno 2,6296,99.68,20,424,Dentro do Prazo
2026-06-19,6,Picking,Turno 2,7895,99.82,14,426,Dentro do Prazo
2026-06-19,6,Packing,Turno 2,13711,93.29,919,187,Indisponibilidade de Sistema
2026-06-19,6,Expedição,Turno 2,8423,94.48,464,273,Gargalo no Sortter
2026-06-19,6,Devolução (DV),Turno 3,11976,95.67,519,260,Atraso na descarga
2026-06-19,6,Inventário,Turno 2,8667,96.52,301,272,Erro de bipagem
2026-06-20,6,Recebimento,Turno 2,13277,96.82,421,253,Erro de bipagem
2026-06-20,6,Picking,Turno 1,8619,94.86,443,335,Gargalo no Sortter
2026-06-20,6,Packing,Turno 3,9009,98.44,140,395,Dentro do Prazo
2026-06-20,6,Expedição,Turno 2,7217,94.57,391,234,Atraso na descarga
2026-06-20,6,Devolução (DV),Turno 3,14135,92.76,1022,280,Atraso na descarga
2026-06-20,6,Inventário,Turno 3,9444,95.85,392,320,Gargalo no Sortter
2026-06-21,6,Recebimento,Turno 1,6196,92.95,436,444,Falta de FTE (Mão de obra)
2026-06-21,6,Picking,Turno 2,14653,95.18,705,334,Atraso na descarga
2026-06-21,6,Packing,Turno 3,11689,99.95,6,339,Dentro do Prazo
2026-06-21,6,Expedição,Turno 3,13792,98.09,263,420,Dentro do Prazo
2026-06-21,6,Devolução (DV),Turno 2,14171,92.73,1030,273,Atraso na descarga
2026-06-21,6,Inventário,Turno 3,12778,99.61,50,270,Dentro do Prazo
2026-06-22,6,Recebimento,Turno 2,8929,94.86,459,352,Gargalo no Sortter
2026-06-22,6,Picking,Turno 1,13307,95.09,653,360,Erro de bipagem
2026-06-22,6,Packing,Turno 2,8162,95.32,381,293,Falta de FTE (Mão de obra)
2026-06-22,6,Expedição,Turno 2,13345,99.35,87,295,Dentro do Prazo
2026-06-22,6,Devolução (DV),Turno 2,8786,98.01,174,372,Dentro do Prazo
2026-06-22,6,Inventário,Turno 1,10520,93.19,716,416,Problema de etiqueta
2026-06-23,6,Recebimento,Turno 1,7780,95.45,353,435,Erro de bipagem
2026-06-23,6,Picking,Turno 2,7871,96.64,264,278,Atraso na descarga
2026-06-23,6,Packing,Turno 3,6132,94.82,317,333,Problema de etiqueta
2026-06-23,6,Expedição,Turno 3,12812,95.36,595,311,Atraso na descarga
2026-06-23,6,Devolução (DV),Turno 3,14065,99.11,125,421,Dentro do Prazo
2026-06-23,6,Inventário,Turno 1,8180,96.73,267,220,Indisponibilidade de Sistema
2026-06-24,6,Recebimento,Turno 1,14583,94.65,779,282,Erro de bipagem
2026-06-24,6,Picking,Turno 2,9570,92.55,712,374,Falta de FTE (Mão de obra)
2026-06-24,6,Packing,Turno 2,14582,98.49,220,219,Dentro do Prazo
2026-06-24,6,Expedição,Turno 1,8607,94.82,445,183,Erro de bipagem
2026-06-24,6,Devolução (DV),Turno 2,5289,99.01,52,360,Dentro do Prazo
2026-06-24,6,Inventário,Turno 2,12415,94.32,705,248,Indisponibilidade de Sistema
2026-06-25,6,Recebimento,Turno 2,9958,93.02,694,348,Falta de FTE (Mão de obra)
2026-06-25,6,Picking,Turno 2,5824,96.72,190,367,Erro de bipagem
2026-06-25,6,Packing,Turno 1,10445,92.44,789,317,Falta de FTE (Mão de obra)
2026-06-25,6,Expedição,Turno 1,11534,93.63,734,264,Atraso na descarga
2026-06-25,6,Devolução (DV),Turno 3,9307,93.84,573,358,Indisponibilidade de Sistema
2026-06-25,6,Inventário,Turno 2,13533,97.83,293,217,Atraso na descarga
2026-06-26,6,Recebimento,Turno 1,9082,97.3,244,418,Indisponibilidade de Sistema
2026-06-26,6,Picking,Turno 3,8240,98.79,99,209,Dentro do Prazo
2026-06-26,6,Packing,Turno 2,7749,98.54,112,291,Dentro do Prazo
2026-06-26,6,Expedição,Turno 1,5205,93.0,364,226,Problema de etiqueta
2026-06-26,6,Devolução (DV),Turno 2,8811,99.88,10,201,Dentro do Prazo
2026-06-26,6,Inventário,Turno 2,13501,96.73,442,420,Falta de FTE (Mão de obra)
2026-06-27,6,Recebimento,Turno 3,13463,92.63,992,381,Atraso na descarga
2026-06-27,6,Picking,Turno 2,9538,94.15,557,433,Erro de bipagem
2026-06-27,6,Packing,Turno 2,13712,94.15,802,189,Problema de etiqueta
2026-06-27,6,Expedição,Turno 2,7832,96.81,249,290,Problema de etiqueta
2026-06-27,6,Devolução (DV),Turno 3,5152,93.04,358,281,Gargalo no Sortter
2026-06-27,6,Inventário,Turno 3,7800,96.11,303,396,Atraso na descarga
2026-06-28,6,Recebimento,Turno 2,7610,94.95,383,267,Falta de FTE (Mão de obra)
2026-06-28,6,Picking,Turno 3,12361,97.58,299,275,Falta de FTE (Mão de obra)
2026-06-28,6,Packing,Turno 2,6914,98.43,108,346,Dentro do Prazo
2026-06-28,6,Expedição,Turno 1,5508,98.89,60,260,Dentro do Prazo
2026-06-28,6,Devolução (DV),Turno 3,8489,98.46,131,252,Dentro do Prazo
2026-06-28,6,Inventário,Turno 1,10260,93.71,645,424,Indisponibilidade de Sistema
2026-06-29,6,Recebimento,Turno 3,6538,92.95,460,228,Falta de FTE (Mão de obra)
2026-06-29,6,Picking,Turno 3,14291,97.37,376,288,Problema de etiqueta
2026-06-29,6,Packing,Turno 1,7230,96.39,260,279,Indisponibilidade de Sistema
2026-06-29,6,Expedição,Turno 3,6567,95.1,321,222,Indisponibilidade de Sistema
2026-06-29,6,Devolução (DV),Turno 3,6907,93.0,483,257,Gargalo no Sortter
2026-06-29,6,Inventário,Turno 1,6293,98.75,78,426,Dentro do Prazo
2026-06-30,6,Recebimento,Turno 2,11871,97.64,280,347,Erro de bipagem
2026-06-30,6,Picking,Turno 2,7240,94.47,400,192,Problema de etiqueta
2026-06-30,6,Packing,Turno 1,6855,97.72,156,326,Indisponibilidade de Sistema
2026-06-30,6,Expedição,Turno 1,7763,93.81,480,222,Gargalo no Sortter
2026-06-30,6,Devolução (DV),Turno 3,6481,98.47,99,274,Dentro do Prazo
2026-06-30,6,Inventário,Turno 1,5451,97.0,163,181,Falta de FTE (Mão de obra)
2026-07-01,7,Recebimento,Turno 1,8093,97.38,211,186,Gargalo no Sortter
2026-07-01,7,Picking,Turno 2,8277,97.0,248,293,Atraso na descarga
2026-07-01,7,Packing,Turno 3,12951,99.86,18,358,Dentro do Prazo
2026-07-01,7,Expedição,Turno 2,9595,97.39,250,303,Falta de FTE (Mão de obra)
2026-07-01,7,Devolução (DV),Turno 3,13160,96.39,474,305,Atraso na descarga
2026-07-01,7,Inventário,Turno 1,5139,96.97,155,276,Indisponibilidade de Sistema
2026-07-02,7,Recebimento,Turno 1,13708,97.86,293,248,Erro de bipagem
2026-07-02,7,Picking,Turno 1,11261,93.98,678,212,Atraso na descarga
2026-07-02,7,Packing,Turno 1,5049,95.46,229,198,Problema de etiqueta
2026-07-02,7,Expedição,Turno 3,9821,94.66,524,226,Problema de etiqueta
2026-07-02,7,Devolução (DV),Turno 1,12846,99.56,57,320,Dentro do Prazo
2026-07-02,7,Inventário,Turno 1,8765,97.87,186,394,Problema de etiqueta
2026-07-03,7,Recebimento,Turno 1,14741,98.25,258,307,Dentro do Prazo
2026-07-03,7,Picking,Turno 2,10941,96.81,349,208,Gargalo no Sortter
2026-07-03,7,Packing,Turno 3,10911,94.21,631,381,Gargalo no Sortter
2026-07-03,7,Expedição,Turno 2,9456,99.84,14,397,Dentro do Prazo
2026-07-03,7,Devolução (DV),Turno 2,10693,96.15,411,196,Indisponibilidade de Sistema
2026-07-03,7,Inventário,Turno 3,5517,96.38,199,348,Problema de etiqueta
2026-07-04,7,Recebimento,Turno 1,6988,93.52,452,398,Erro de bipagem
2026-07-04,7,Picking,Turno 2,10808,95.18,520,445,Erro de bipagem
2026-07-04,7,Packing,Turno 3,11241,95.86,464,387,Erro de bipagem
2026-07-04,7,Expedição,Turno 3,10633,94.3,606,253,Gargalo no Sortter
2026-07-04,7,Devolução (DV),Turno 1,11309,99.75,28,398,Dentro do Prazo
2026-07-04,7,Inventário,Turno 1,6518,99.61,25,220,Dentro do Prazo
2026-07-05,7,Recebimento,Turno 2,7195,96.79,230,263,Problema de etiqueta
2026-07-05,7,Picking,Turno 3,8554,97.19,240,313,Indisponibilidade de Sistema
2026-07-05,7,Packing,Turno 1,6742,96.51,235,252,Falta de FTE (Mão de obra)
2026-07-05,7,Expedição,Turno 2,12519,96.88,390,412,Gargalo no Sortter
2026-07-05,7,Devolução (DV),Turno 3,9195,94.0,552,437,Falta de FTE (Mão de obra)
2026-07-05,7,Inventário,Turno 1,12619,99.57,53,333,Dentro do Prazo
2026-07-06,7,Recebimento,Turno 1,11409,96.9,353,329,Problema de etiqueta
2026-07-06,7,Picking,Turno 3,7994,99.06,74,427,Dentro do Prazo
2026-07-06,7,Packing,Turno 1,6813,97.0,204,204,Atraso na descarga
2026-07-06,7,Expedição,Turno 1,11124,95.27,526,247,Atraso na descarga
2026-07-06,7,Devolução (DV),Turno 3,5816,96.34,213,262,Indisponibilidade de Sistema
2026-07-06,7,Inventário,Turno 2,6920,93.76,431,252,Atraso na descarga
2026-07-07,7,Recebimento,Turno 3,7093,93.51,460,441,Indisponibilidade de Sistema
2026-07-07,7,Picking,Turno 2,13367,97.32,358,233,Indisponibilidade de Sistema
2026-07-07,7,Packing,Turno 3,8490,99.12,74,306,Dentro do Prazo
2026-07-07,7,Expedição,Turno 3,8676,96.1,338,427,Falta de FTE (Mão de obra)
2026-07-07,7,Devolução (DV),Turno 2,5859,96.91,181,220,Falta de FTE (Mão de obra)
2026-07-07,7,Inventário,Turno 2,9017,97.71,206,347,Indisponibilidade de Sistema
2026-07-08,7,Recebimento,Turno 1,13560,98.55,197,290,Dentro do Prazo
2026-07-08,7,Picking,Turno 1,10166,92.24,789,404,Problema de etiqueta
2026-07-08,7,Packing,Turno 1,11136,92.13,876,382,Erro de bipagem
2026-07-08,7,Expedição,Turno 3,13252,95.4,609,340,Problema de etiqueta
2026-07-08,7,Devolução (DV),Turno 2,9426,96.76,305,273,Atraso na descarga
2026-07-08,7,Inventário,Turno 3,14519,94.66,774,217,Atraso na descarga
2026-07-09,7,Recebimento,Turno 2,9370,95.95,379,256,Falta de FTE (Mão de obra)
2026-07-09,7,Picking,Turno 1,6993,96.11,272,270,Erro de bipagem
2026-07-09,7,Packing,Turno 2,5690,98.17,104,388,Dentro do Prazo
2026-07-09,7,Expedição,Turno 3,12240,93.65,777,286,Falta de FTE (Mão de obra)
2026-07-09,7,Devolução (DV),Turno 1,13024,94.67,694,361,Gargalo no Sortter
2026-07-09,7,Inventário,Turno 1,9744,92.28,752,366,Gargalo no Sortter
2026-07-10,7,Recebimento,Turno 1,7817,97.04,231,302,Problema de etiqueta
2026-07-10,7,Picking,Turno 1,10307,98.67,137,347,Dentro do Prazo
2026-07-10,7,Packing,Turno 3,10738,99.49,54,271,Dentro do Prazo
2026-07-10,7,Expedição,Turno 2,12697,98.6,178,329,Dentro do Prazo
2026-07-10,7,Devolução (DV),Turno 2,12352,93.61,789,393,Atraso na descarga
2026-07-10,7,Inventário,Turno 1,13326,92.45,1006,267,Erro de bipagem
2026-07-11,7,Recebimento,Turno 3,13003,93.68,821,308,Gargalo no Sortter
2026-07-11,7,Picking,Turno 1,14014,97.7,321,421,Erro de bipagem
2026-07-11,7,Packing,Turno 2,13312,94.08,787,217,Problema de etiqueta
2026-07-11,7,Expedição,Turno 2,10103,96.13,390,381,Indisponibilidade de Sistema
2026-07-11,7,Devolução (DV),Turno 1,7068,97.97,143,288,Atraso na descarga
2026-07-11,7,Inventário,Turno 1,5802,98.45,90,308,Dentro do Prazo
2026-07-12,7,Recebimento,Turno 3,5195,99.4,31,413,Dentro do Prazo
2026-07-12,7,Picking,Turno 1,8606,94.04,512,240,Falta de FTE (Mão de obra)
2026-07-12,7,Packing,Turno 1,8927,98.31,150,211,Dentro do Prazo
2026-07-12,7,Expedição,Turno 1,13758,99.62,51,215,Dentro do Prazo
2026-07-12,7,Devolução (DV),Turno 2,11121,94.99,557,276,Atraso na descarga
2026-07-12,7,Inventário,Turno 3,12024,92.82,863,316,Indisponibilidade de Sistema
2026-07-13,7,Recebimento,Turno 2,6029,96.43,215,214,Indisponibilidade de Sistema
2026-07-13,7,Picking,Turno 3,12206,93.55,787,297,Indisponibilidade de Sistema
2026-07-13,7,Packing,Turno 2,5086,98.7,65,393,Dentro do Prazo
2026-07-13,7,Expedição,Turno 2,6700,95.29,315,339,Indisponibilidade de Sistema
2026-07-13,7,Devolução (DV),Turno 2,6647,92.94,469,426,Falta de FTE (Mão de obra)
2026-07-13,7,Inventário,Turno 3,8687,98.9,95,313,Dentro do Prazo
2026-07-14,7,Recebimento,Turno 2,9757,96.33,357,388,Falta de FTE (Mão de obra)
2026-07-14,7,Picking,Turno 2,9733,93.33,649,301,Atraso na descarga
2026-07-14,7,Packing,Turno 2,6673,97.08,195,294,Atraso na descarga
2026-07-14,7,Expedição,Turno 1,14928,93.7,941,190,Erro de bipagem
2026-07-14,7,Devolução (DV),Turno 2,7294,93.95,441,306,Falta de FTE (Mão de obra)
2026-07-14,7,Inventário,Turno 1,5146,94.69,273,331,Erro de bipagem
2026-07-15,7,Recebimento,Turno 3,12751,99.89,14,316,Dentro do Prazo
2026-07-15,7,Picking,Turno 2,8360,95.43,381,198,Gargalo no Sortter
2026-07-15,7,Packing,Turno 3,7242,97.57,175,354,Erro de bipagem
2026-07-15,7,Expedição,Turno 3,10097,93.37,669,320,Erro de bipagem
2026-07-15,7,Devolução (DV),Turno 3,11901,96.6,404,272,Falta de FTE (Mão de obra)
2026-07-15,7,Inventário,Turno 2,5238,92.92,370,424,Atraso na descarga
2026-07-16,7,Recebimento,Turno 1,9927,99.47,53,307,Dentro do Prazo
2026-07-16,7,Picking,Turno 1,9951,97.54,245,250,Indisponibilidade de Sistema
2026-07-16,7,Packing,Turno 2,10388,95.13,505,186,Indisponibilidade de Sistema
2026-07-16,7,Expedição,Turno 2,5816,99.61,22,372,Dentro do Prazo
2026-07-16,7,Devolução (DV),Turno 2,6776,96.89,210,350,Indisponibilidade de Sistema
2026-07-16,7,Inventário,Turno 2,13442,95.79,565,386,Atraso na descarga
2026-07-17,7,Recebimento,Turno 1,8700,93.78,541,323,Problema de etiqueta
2026-07-17,7,Picking,Turno 2,8893,97.79,196,299,Problema de etiqueta
2026-07-17,7,Packing,Turno 1,8904,95.72,381,265,Gargalo no Sortter
2026-07-17,7,Expedição,Turno 2,14579,94.67,777,412,Problema de etiqueta
2026-07-17,7,Devolução (DV),Turno 2,5717,96.08,223,326,Gargalo no Sortter
2026-07-17,7,Inventário,Turno 3,10057,95.24,479,318,Indisponibilidade de Sistema
2026-07-18,7,Recebimento,Turno 1,8764,95.28,413,236,Falta de FTE (Mão de obra)
2026-07-18,7,Picking,Turno 3,14447,92.12,1137,227,Problema de etiqueta
2026-07-18,7,Packing,Turno 3,13385,92.54,999,201,Indisponibilidade de Sistema
2026-07-18,7,Expedição,Turno 3,7565,95.12,369,364,Problema de etiqueta
2026-07-18,7,Devolução (DV),Turno 2,10991,99.74,28,399,Dentro do Prazo
2026-07-18,7,Inventário,Turno 1,9780,95.6,429,224,Erro de bipagem
2026-07-19,7,Recebimento,Turno 2,13181,95.47,597,400,Erro de bipagem
2026-07-19,7,Picking,Turno 2,5634,92.34,431,182,Erro de bipagem
2026-07-19,7,Packing,Turno 1,13397,94.98,672,238,Falta de FTE (Mão de obra)
2026-07-19,7,Expedição,Turno 3,10626,94.96,535,301,Erro de bipagem
2026-07-19,7,Devolução (DV),Turno 2,11239,92.07,891,414,Indisponibilidade de Sistema
2026-07-19,7,Inventário,Turno 2,5897,97.29,159,228,Indisponibilidade de Sistema
2026-07-20,7,Recebimento,Turno 3,5670,98.44,88,386,Dentro do Prazo
2026-07-20,7,Picking,Turno 3,10167,92.53,759,315,Erro de bipagem
2026-07-20,7,Packing,Turno 1,5249,96.38,189,388,Falta de FTE (Mão de obra)
2026-07-20,7,Expedição,Turno 3,10330,96.96,313,208,Erro de bipagem
2026-07-20,7,Devolução (DV),Turno 1,7618,93.36,505,444,Gargalo no Sortter
2026-07-20,7,Inventário,Turno 3,7942,99.12,69,394,Dentro do Prazo
2026-07-21,7,Recebimento,Turno 3,5990,96.78,193,243,Atraso na descarga
2026-07-21,7,Picking,Turno 1,13995,98.82,165,424,Dentro do Prazo
2026-07-21,7,Packing,Turno 1,14685,98.07,283,349,Dentro do Prazo
2026-07-21,7,Expedição,Turno 1,8516,97.73,193,233,Indisponibilidade de Sistema
2026-07-21,7,Devolução (DV),Turno 3,7575,93.62,483,238,Gargalo no Sortter
2026-07-21,7,Inventário,Turno 1,10944,93.93,664,273,Problema de etiqueta
2026-07-22,7,Recebimento,Turno 1,11859,97.79,261,386,Erro de bipagem
2026-07-22,7,Picking,Turno 3,10455,92.62,772,181,Problema de etiqueta
2026-07-22,7,Packing,Turno 1,11539,95.55,513,325,Falta de FTE (Mão de obra)
2026-07-22,7,Expedição,Turno 2,12485,98.37,203,241,Dentro do Prazo
2026-07-22,7,Devolução (DV),Turno 1,9334,97.09,271,401,Erro de bipagem
2026-07-22,7,Inventário,Turno 3,11204,94.6,605,352,Gargalo no Sortter
2026-07-23,7,Recebimento,Turno 3,11111,93.53,719,289,Falta de FTE (Mão de obra)
2026-07-23,7,Picking,Turno 1,5922,96.76,191,253,Falta de FTE (Mão de obra)
2026-07-23,7,Packing,Turno 2,8046,98.21,143,386,Dentro do Prazo
2026-07-23,7,Expedição,Turno 3,12647,98.09,241,383,Dentro do Prazo
2026-07-23,7,Devolução (DV),Turno 3,5160,95.46,234,436,Erro de bipagem
2026-07-23,7,Inventário,Turno 2,8748,94.08,518,249,Problema de etiqueta
2026-07-24,7,Recebimento,Turno 2,9500,99.11,84,258,Dentro do Prazo
2026-07-24,7,Picking,Turno 1,14732,97.04,436,357,Atraso na descarga
2026-07-24,7,Packing,Turno 2,8759,94.58,474,235,Erro de bipagem
2026-07-24,7,Expedição,Turno 2,5365,99.1,48,411,Dentro do Prazo
2026-07-24,7,Devolução (DV),Turno 1,13092,95.49,590,256,Indisponibilidade de Sistema
2026-07-24,7,Inventário,Turno 3,11033,98.76,136,361,Dentro do Prazo
2026-07-25,7,Recebimento,Turno 3,9988,92.54,745,355,Erro de bipagem
2026-07-25,7,Picking,Turno 3,14867,94.61,800,270,Atraso na descarga
2026-07-25,7,Packing,Turno 2,11623,97.39,302,342,Atraso na descarga
2026-07-25,7,Expedição,Turno 3,11396,94.54,621,366,Atraso na descarga
2026-07-25,7,Devolução (DV),Turno 2,7964,98.27,137,265,Dentro do Prazo
2026-07-25,7,Inventário,Turno 3,5165,92.14,406,293,Gargalo no Sortter
2026-07-26,7,Recebimento,Turno 1,8504,98.1,161,362,Dentro do Prazo
2026-07-26,7,Picking,Turno 2,8839,96.96,269,182,Problema de etiqueta
2026-07-26,7,Packing,Turno 3,9804,98.92,106,317,Dentro do Prazo
2026-07-26,7,Expedição,Turno 3,5067,99.93,3,198,Dentro do Prazo
2026-07-26,7,Devolução (DV),Turno 3,8521,97.66,199,332,Indisponibilidade de Sistema
2026-07-26,7,Inventário,Turno 2,10395,96.56,358,318,Erro de bipagem
2026-07-27,7,Recebimento,Turno 1,10741,94.97,540,207,Problema de etiqueta
2026-07-27,7,Picking,Turno 1,12876,97.06,377,230,Falta de FTE (Mão de obra)
2026-07-27,7,Packing,Turno 3,10780,99.85,16,425,Dentro do Prazo
2026-07-27,7,Expedição,Turno 2,10232,95.69,441,345,Problema de etiqueta
2026-07-27,7,Devolução (DV),Turno 3,14229,92.43,1077,368,Erro de bipagem
2026-07-27,7,Inventário,Turno 1,7961,94.9,406,361,Problema de etiqueta
2026-07-28,7,Recebimento,Turno 1,12031,99.53,56,312,Dentro do Prazo
2026-07-28,7,Picking,Turno 2,8414,97.53,208,361,Indisponibilidade de Sistema
2026-07-28,7,Packing,Turno 1,7505,96.44,267,243,Indisponibilidade de Sistema
2026-07-28,7,Expedição,Turno 2,11982,96.79,384,322,Gargalo no Sortter
2026-07-28,7,Devolução (DV),Turno 2,5615,97.64,132,393,Falta de FTE (Mão de obra)
2026-07-28,7,Inventário,Turno 3,12086,95.62,528,321,Gargalo no Sortter
2026-07-29,7,Recebimento,Turno 1,8505,92.15,667,291,Problema de etiqueta
2026-07-29,7,Picking,Turno 2,13566,93.37,899,386,Indisponibilidade de Sistema
2026-07-29,7,Packing,Turno 2,9875,95.64,430,199,Problema de etiqueta
2026-07-29,7,Expedição,Turno 3,12389,99.28,88,335,Dentro do Prazo
2026-07-29,7,Devolução (DV),Turno 1,8255,99.63,30,192,Dentro do Prazo
2026-07-29,7,Inventário,Turno 1,8020,96.68,266,409,Gargalo no Sortter
2026-07-30,7,Recebimento,Turno 2,8875,92.63,654,254,Erro de bipagem
2026-07-30,7,Picking,Turno 1,13135,92.76,951,329,Problema de etiqueta
2026-07-30,7,Packing,Turno 1,12175,92.53,909,388,Erro de bipagem
2026-07-30,7,Expedição,Turno 3,9735,96.93,298,323,Indisponibilidade de Sistema
2026-07-30,7,Devolução (DV),Turno 3,14133,97.27,385,186,Erro de bipagem
2026-07-30,7,Inventário,Turno 2,5975,98.9,65,418,Dentro do Prazo
2026-07-31,7,Recebimento,Turno 1,10047,93.57,645,360,Falta de FTE (Mão de obra)
2026-07-31,7,Picking,Turno 2,12382,94.29,706,252,Erro de bipagem
2026-07-31,7,Packing,Turno 3,7259,93.73,455,418,Erro de bipagem
2026-07-31,7,Expedição,Turno 3,8294,99.79,17,443,Dentro do Prazo
2026-07-31,7,Devolução (DV),Turno 3,6230,98.78,76,401,Dentro do Prazo
2026-07-31,7,Inventário,Turno 1,11419,94.78,596,298,Erro de bipagem
2026-08-01,8,Recebimento,Turno 2,8856,98.82,104,190,Dentro do Prazo
2026-08-01,8,Picking,Turno 2,11065,95.33,516,237,Atraso na descarga
2026-08-01,8,Packing,Turno 1,13954,95.75,592,395,Falta de FTE (Mão de obra)
2026-08-01,8,Expedição,Turno 1,11628,96.24,437,305,Gargalo no Sortter
2026-08-01,8,Devolução (DV),Turno 2,13775,95.52,617,235,Indisponibilidade de Sistema
2026-08-01,8,Inventário,Turno 2,6942,98.39,112,289,Dentro do Prazo
2026-08-02,8,Recebimento,Turno 2,5191,94.4,290,235,Falta de FTE (Mão de obra)
2026-08-02,8,Picking,Turno 3,14275,98.61,198,207,Dentro do Prazo
2026-08-02,8,Packing,Turno 2,12587,97.39,328,215,Gargalo no Sortter
2026-08-02,8,Expedição,Turno 1,7148,93.36,474,183,Gargalo no Sortter
2026-08-02,8,Devolução (DV),Turno 3,10457,94.74,549,309,Falta de FTE (Mão de obra)
2026-08-02,8,Inventário,Turno 2,12542,97.65,294,275,Atraso na descarga
2026-08-03,8,Recebimento,Turno 3,12357,93.1,852,445,Problema de etiqueta
2026-08-03,8,Picking,Turno 2,6447,94.43,359,291,Erro de bipagem
2026-08-03,8,Packing,Turno 1,10462,92.66,768,426,Problema de etiqueta
2026-08-03,8,Expedição,Turno 1,7782,94.45,431,285,Problema de etiqueta
2026-08-03,8,Devolução (DV),Turno 1,11324,95.35,526,444,Falta de FTE (Mão de obra)
2026-08-03,8,Inventário,Turno 3,10208,96.59,347,285,Indisponibilidade de Sistema
2026-08-04,8,Recebimento,Turno 3,14486,92.36,1106,346,Problema de etiqueta
2026-08-04,8,Picking,Turno 3,12692,99.92,10,219,Dentro do Prazo
2026-08-04,8,Packing,Turno 3,12124,95.92,495,387,Problema de etiqueta
2026-08-04,8,Expedição,Turno 3,5446,96.48,191,217,Falta de FTE (Mão de obra)
2026-08-04,8,Devolução (DV),Turno 3,6234,97.26,170,428,Indisponibilidade de Sistema
2026-08-04,8,Inventário,Turno 3,5226,98.4,83,375,Dentro do Prazo
2026-08-05,8,Recebimento,Turno 3,5186,98.1,98,408,Dentro do Prazo
2026-08-05,8,Picking,Turno 3,10509,96.54,363,367,Indisponibilidade de Sistema
2026-08-05,8,Packing,Turno 3,6881,98.96,71,311,Dentro do Prazo
2026-08-05,8,Expedição,Turno 1,11139,96.42,398,339,Erro de bipagem
2026-08-05,8,Devolução (DV),Turno 3,8258,93.13,567,299,Falta de FTE (Mão de obra)
2026-08-05,8,Inventário,Turno 3,13411,93.32,895,310,Gargalo no Sortter
2026-08-06,8,Recebimento,Turno 1,11901,98.61,165,275,Dentro do Prazo
2026-08-06,8,Picking,Turno 1,11855,96.47,418,364,Problema de etiqueta
2026-08-06,8,Packing,Turno 2,14421,94.02,862,435,Erro de bipagem
2026-08-06,8,Expedição,Turno 1,5698,94.7,302,434,Atraso na descarga
2026-08-06,8,Devolução (DV),Turno 3,12869,99.91,11,306,Dentro do Prazo
